REF_AREA,INDICATOR,SEX,AGE,AGE_AT_BIRTH,WEALTH_QUINTILE,RESIDENCE,MOTHER_EDUCATION,DATA_SOURCE,UNIT_MULTIPLIER,UNIT_MEASURE,SERIES_FOOTNOTE,SUB_SECTOR,TIME_PERIOD,OBS_VALUE,SOWC_FLAG_A,DATA_SOURCE_PRIORITY,OBS_STATUS,OBS_CONF,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,UNWGTD_SAMPL_SIZE,OBS_FOOTNOTE,SOURCE_LINK,TIME_PERIOD_METHOD,COVERAGE_TIME
ETH,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3208,0,PCNT,,FAMILY_PLANNING,2014,53.9,,1,RP,F,,,,,,,EOF,
ETH,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_823,0,PCNT,,FAMILY_PLANNING,2000,15.3,,1,RP,F,,,,,,,EOF,
ETH,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3043,0,PCNT,,FAMILY_PLANNING,2020,62.6,,1,RP,F,,,,,,,EOF,
ETH,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_842,0,PCNT,,FAMILY_PLANNING,2019,63.6,,1,RP,F,,,,,,,EOF,
ETH,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_840,0,PCNT,,FAMILY_PLANNING,2018,63.6,,1,RP,F,,,,,,,EOF,
ETH,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_839,0,PCNT,,FAMILY_PLANNING,2017,60.1,,1,RP,F,,,,,,,EOF,
ETH,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3044,0,PCNT,,FAMILY_PLANNING,2021,60.6,,1,RP,F,,,,,,,EOF,
EST,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3206,0,PCNT,,FAMILY_PLANNING,2010,72.3,,1,RP,F,,,,,,,EOF,
EST,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3207,0,PCNT,,FAMILY_PLANNING,2014,74,,1,RP,F,,,,,,,EOF,
EST,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3205,0,PCNT,,FAMILY_PLANNING,2006,70.4,,1,RP,F,,,,,,,EOF,
BRA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_368,0,PCNT,,FAMILY_PLANNING,2006,89.3,,1,RP,F,,,,,,,EOF,
DZA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_48,0,PCNT,,FAMILY_PLANNING,2018,66.3,,1,RP,F,,,,,,,EOF,
DZA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_45,0,PCNT,,FAMILY_PLANNING,2012,77.2,,1,RP,F,,,,,,,EOF,
MKD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1633,0,PCNT,,FAMILY_PLANNING,2018,29.6,,1,RP,F,,,,,,,EOF,
MKD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1624,0,PCNT,,FAMILY_PLANNING,2011,22.3,,1,RP,F,,,,,,,EOF,
DZA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_41,0,PCNT,,FAMILY_PLANNING,2006,74.7,,1,RP,F,,,,,,,EOF,
ETH,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_829,0,PCNT,,FAMILY_PLANNING,2010,50.8,,1,RP,F,,,,,,,EOF,
ETH,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_826,0,PCNT,,FAMILY_PLANNING,2005,28.2,,1,RP,F,,,,,,,EOF,
ETH,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_837,0,PCNT,,FAMILY_PLANNING,2016,61.2,,1,RP,F,,,,,,,EOF,
AUREC_SADC,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,60.5,,1,RA,F,,,,,,,EOF,
VUT,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2216,0,PCNT,,FAMILY_PLANNING,2013,50.7,,1,RP,F,,,,,,,EOF,
TGO,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2017,25.3,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
UNICEF_NA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,81.4,,1,RA,F,,,,,,,EOF,
TKM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2129,0,PCNT,,FAMILY_PLANNING,2000,67.5,,1,RP,F,,,,,,,EOF,
TKM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2135,0,PCNT,,FAMILY_PLANNING,2019,79.6,,1,RP,F,,,,,,,EOF,
TKM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2132,0,PCNT,,FAMILY_PLANNING,2015,75.6,,1,RP,F,,,,,,,EOF,
SWZ,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3042,0,PCNT,,FAMILY_PLANNING,2021,74.1,,1,RP,F,,,,,,,EOF,
AUREC_EAC,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,56,,1,RA,F,,,,,,,EOF,
SWZ,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_819,0,PCNT,,FAMILY_PLANNING,2010,80.7,,1,RP,F,,,,,,,EOF,
SWZ,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_817,0,PCNT,,FAMILY_PLANNING,2006,66.7,,1,RP,F,,,,,,,EOF,
SWZ,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_821,0,PCNT,,FAMILY_PLANNING,2014,82.9,,1,RP,F,,,,,,,EOF,
NRU,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1534,0,PCNT,,FAMILY_PLANNING,2007,42.5,,1,RP,F,,,,,,,EOF,
UNICEF_LAC,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,83.2,,1,RA,F,,,,,,,EOF,
MRT,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2021,21.6,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
AU_WESTERN_AFRICA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,47.5,,1,RA,F,,,,,,,EOF,
UNICEF_REP_REG_GLOBAL,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,53,,1,RA,F,,,,,,,EOF,
BTN,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2010,52.4,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
GTM,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2015,50.4,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
GNQ,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_793,0,PCNT,,FAMILY_PLANNING,2011,20.5,,1,RP,F,,,,,,,EOF,
IDN,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2017,81.7,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
COM,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2022,8.3,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
AU_NORTHERN_AFRICA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,75.3,,1,RA,F,,,,,,,EOF,
KIR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1208,0,PCNT,,FAMILY_PLANNING,2018,53.1,,1,RP,F,,,,,,,EOF,
KIR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1205,0,PCNT,,FAMILY_PLANNING,2009,35.8,,1,RP,F,,,,,,,EOF,
IND,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2016,26.9,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
BWA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2336,0,PCNT,,FAMILY_PLANNING,2007,82.1,,1,RP,F,,,,,,,EOF,
AU_AFRICA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,59.2,,1,RA,F,,,,,,,EOF,
UKR,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2012,58.5,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
KHM,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2022,53,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
NER,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2912,0,PCNT,,FAMILY_PLANNING,2023,27.7,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
SWE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2049,0,PCNT,,FAMILY_PLANNING,2017,86.7,,1,RP,F,,,,,,,EOF,
SWE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2048,0,PCNT,,FAMILY_PLANNING,2013,88.3,,1,RP,F,,,,,,,EOF,
MLI,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1376,0,PCNT,,FAMILY_PLANNING,2001,19.8,,1,RP,F,,,,,,,EOF,
SEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1927,0,PCNT,,FAMILY_PLANNING,2016,48.5,,1,RP,F,,,,,,,EOF,
SEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1923,0,PCNT,,FAMILY_PLANNING,2014,43.8,,1,RP,F,,,,,,,EOF,
SEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1925,0,PCNT,,FAMILY_PLANNING,2015,44.9,,1,RP,F,,,,,,,EOF,
NGA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3214,0,PCNT,,FAMILY_PLANNING,2017,37.4,,1,RP,F,,,,,,,EOF,
SEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1934,0,PCNT,,FAMILY_PLANNING,2019,53.2,,1,RP,F,,,,,,,EOF,
NGA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1606,0,PCNT,,FAMILY_PLANNING,2016,37.5,,1,RP,F,,,,,,,EOF,
SEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1931,0,PCNT,,FAMILY_PLANNING,2018,53.8,,1,RP,F,,,,,,,EOF,
SEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1929,0,PCNT,,FAMILY_PLANNING,2017,53.9,,1,RP,F,,,,,,,EOF,
SEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1914,0,PCNT,,FAMILY_PLANNING,2005,24.7,,1,RP,F,,,,,,,EOF,
NGA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1601,0,PCNT,,FAMILY_PLANNING,2011,31.7,,1,RP,F,,,,,,,EOF,
TUR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2080,0,PCNT,,FAMILY_PLANNING,2013,59.7,,1,RP,F,,,,,,,EOF,
TUR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2079,0,PCNT,,FAMILY_PLANNING,2008,56.4,,1,RP,F,,,,,,,EOF,
TUR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2078,0,PCNT,,FAMILY_PLANNING,2003,53.5,,1,RP,F,,,,,,,EOF,
TUR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2081,0,PCNT,,FAMILY_PLANNING,2018,60.2,,1,RP,F,,,,,,,EOF,
FJI,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2674,0,PCNT,,FAMILY_PLANNING,2021,51.3,,1,RP,F,,,,,,,EOF,
SEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1919,0,PCNT,,FAMILY_PLANNING,2010,29,,1,RP,F,,,,,,,EOF,
SEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3125,0,PCNT,,FAMILY_PLANNING,2023,55.7,,1,RP,F,,,,,,,EOF,
SEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1921,0,PCNT,,FAMILY_PLANNING,2012,35.3,,1,RP,F,,,,,,,EOF,
NGA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1603,0,PCNT,,FAMILY_PLANNING,2013,38.5,,1,RP,F,,,,,,,EOF,
NGA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1612,0,PCNT,,FAMILY_PLANNING,2018,35.6,,1,RP,F,,,,,,,EOF,
NGA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2695,0,PCNT,,FAMILY_PLANNING,2021,41.9,,1,RP,F,,,,,,,EOF,
NGA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1597,0,PCNT,,FAMILY_PLANNING,2003,32,,1,RP,F,,,,,,,EOF,
NGA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1599,0,PCNT,,FAMILY_PLANNING,2008,33.2,,1,RP,F,,,,,,,EOF,
IRN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1069,0,PCNT,,FAMILY_PLANNING,2010,68.6,,1,RP,F,,,,,,,EOF,
PAK,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1685,0,PCNT,,FAMILY_PLANNING,2012,47,,1,RP,F,,,,,,,EOF,
PAK,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1689,0,PCNT,,FAMILY_PLANNING,2017,48.5,,1,RP,F,,,,,,,EOF,
MLI,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1378,0,PCNT,,FAMILY_PLANNING,2006,19.3,,1,RP,F,,,,,,,EOF,
MLI,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1385,0,PCNT,,FAMILY_PLANNING,2015,35,,1,RP,F,,,,,,,EOF,
MLI,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1384,0,PCNT,,FAMILY_PLANNING,2012,28.7,,1,RP,F,,,,,,,EOF,
MLI,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1389,0,PCNT,,FAMILY_PLANNING,2018,41.2,,1,RP,F,,,,,,,EOF,
NPL,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2022,24,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
BFA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_406,0,PCNT,,FAMILY_PLANNING,2017,54.9,,1,RP,F,,,,,,,EOF,
BFA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_399,0,PCNT,,FAMILY_PLANNING,2014,32.9,,1,RP,F,,,,,,,EOF,
BFA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_400,0,PCNT,,FAMILY_PLANNING,2015,40.6,,1,RP,F,,,,,,,EOF,
BFA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_394,0,PCNT,,FAMILY_PLANNING,2003,25.8,,1,RP,F,,,,,,,EOF,
BFA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_408,0,PCNT,,FAMILY_PLANNING,2018,56.6,,1,RP,F,,,,,,,EOF,
BFA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_409,0,PCNT,,FAMILY_PLANNING,2020,52.4,,1,RP,F,,,,,,,EOF,
BFA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_404,0,PCNT,,FAMILY_PLANNING,2016,46.9,,1,RP,F,,,,,,,EOF,
AU_SOUTHERN_AFRICA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,70.7,,1,RA,F,,,,,,,EOF,
HND,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2019,73.6,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
KAZ,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1185,0,PCNT,,FAMILY_PLANNING,2018,73.1,,1,RP,F,,,,,,,EOF,
KAZ,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1182,0,PCNT,,FAMILY_PLANNING,2015,81.3,,1,RP,F,,,,,,,EOF,
KAZ,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1178,0,PCNT,,FAMILY_PLANNING,2010,79.6,,1,RP,F,,,,,,,EOF,
SLE,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2019,33.8,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
GNB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_988,0,PCNT,,FAMILY_PLANNING,2010,64.9,,1,RP,F,,,,,,,EOF,
TCA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2527,0,PCNT,,FAMILY_PLANNING,2019,60.8,,1,RP,F,,,,,,,EOF,
CUB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_657,0,PCNT,,FAMILY_PLANNING,2019,86.9,,1,RP,F,,,,,,,EOF,
CUB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_648,0,PCNT,,FAMILY_PLANNING,2010,87.8,,1,RP,F,,,,,,,EOF,
CUB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_651,0,PCNT,,FAMILY_PLANNING,2014,88.8,,1,RP,F,,,,,,,EOF,
PSE,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2020,36.5,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
VNM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2702,0,PCNT,,FAMILY_PLANNING,2020,72,,1,RP,F,,,,,,,EOF,
VNM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2233,0,PCNT,,FAMILY_PLANNING,2013,69.6,,1,RP,F,,,,,,,EOF,
VNM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2231,0,PCNT,,FAMILY_PLANNING,2010,73.1,,1,RP,F,,,,,,,EOF,
VNM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2228,0,PCNT,,FAMILY_PLANNING,2002,66.6,,1,RP,F,,,,,,,EOF,
AU_AFRICA,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,44.2,,1,RA,F,,,,,,,EOF,
GAB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2796,0,PCNT,,FAMILY_PLANNING,2019,37.3,,1,RP,F,,,,,,,EOF,
GAB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_890,0,PCNT,,FAMILY_PLANNING,2012,44,,1,RP,F,,,,,,,EOF,
MWI,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2020,68.5,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
GNB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_990,0,PCNT,,FAMILY_PLANNING,2014,55.7,,1,RP,F,,,,,,,EOF,
GNB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_992,0,PCNT,,FAMILY_PLANNING,2018,60,,1,RP,F,,,,,,,EOF,
UNICEF_EAP,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,69.5,,1,RA,F,,,,,,,EOF,
AUREC_IGAD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,61,,1,RA,F,,,,,,,EOF,
GAB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_885,0,PCNT,,FAMILY_PLANNING,2000,27.3,,1,RP,F,,,,,,,EOF,
RWA,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2020,87.4,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
PER,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2022,74.3,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
GUY,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2020,31.6,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
BFA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_398,0,PCNT,,FAMILY_PLANNING,2010,39.9,,1,RP,F,,,,,,,EOF,
BFA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2748,0,PCNT,,FAMILY_PLANNING,2021,64.3,,1,RP,F,,,,,,,EOF,
BOL,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_321,0,PCNT,,FAMILY_PLANNING,2016,50.3,,1,RP,F,,,,,,,EOF,
BOL,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_308,0,PCNT,,FAMILY_PLANNING,2003,43.1,,1,RP,F,,,,,,,EOF,
BOL,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_311,0,PCNT,,FAMILY_PLANNING,2008,43.4,,1,RP,F,,,,,,,EOF,
ARG,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_117,0,PCNT,,FAMILY_PLANNING,2019,80.3,,1,RP,F,,,,,,,EOF,
PAK,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1670,0,PCNT,,FAMILY_PLANNING,2000,33.3,,1,RP,F,,,,,,,EOF,
PAK,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1677,0,PCNT,,FAMILY_PLANNING,2006,39.6,,1,RP,F,,,,,,,EOF,
LBY,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1298,0,PCNT,,FAMILY_PLANNING,2007,29.6,,1,RP,F,,,,,,,EOF,
AU_CENTRAL_AFRICA,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,25,,1,RA,F,,,,,,,EOF,
LBY,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1307,0,PCNT,,FAMILY_PLANNING,2014,24,,1,RP,F,,,,,,,EOF,
GNQ,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2011,19.6,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
PNG,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1718,0,PCNT,,FAMILY_PLANNING,2006,40.6,,1,RP,F,,,,,,,EOF,
PNG,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1725,0,PCNT,,FAMILY_PLANNING,2016,49.2,,1,RP,F,,,,,,,EOF,
