REF_AREA,INDICATOR,SEX,AGE,AGE_AT_BIRTH,WEALTH_QUINTILE,RESIDENCE,MOTHER_EDUCATION,DATA_SOURCE,UNIT_MULTIPLIER,UNIT_MEASURE,SERIES_FOOTNOTE,SUB_SECTOR,TIME_PERIOD,OBS_VALUE,SOWC_FLAG_A,DATA_SOURCE_PRIORITY,OBS_STATUS,OBS_CONF,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,UNWGTD_SAMPL_SIZE,OBS_FOOTNOTE,SOURCE_LINK,TIME_PERIOD_METHOD,COVERAGE_TIME
UNICEF_SA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,74.4,,1,RA,F,,,,,,,EOF,
CZE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_679,0,PCNT,,FAMILY_PLANNING,2005,81,,1,RP,F,,,,,,,EOF,
CZE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_686,0,PCNT,,FAMILY_PLANNING,2008,85.7,,1,RP,F,,,,,,,EOF,
BFA,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2912,0,PCNT,,FAMILY_PLANNING,2022,47.5,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
AFG,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_18,0,PCNT,,FAMILY_PLANNING,2015,42.1,,1,RP,F,,,,,,,EOF,
IND,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1030,0,PCNT,,FAMILY_PLANNING,2002,61.7,,1,RP,F,,,,,,,EOF,
IND,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1035,0,PCNT,,FAMILY_PLANNING,2007,63.9,,1,RP,F,,,,,,,EOF,
MUS,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1440,0,PCNT,,FAMILY_PLANNING,2002,49.6,,1,RP,F,,,,,,,EOF,
IND,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2677,0,PCNT,,FAMILY_PLANNING,2019,74.3,,1,RP,F,,,,,,,EOF,
IND,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1033,0,PCNT,,FAMILY_PLANNING,2005,69.1,,1,RP,F,,,,,,,EOF,
IND,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1043,0,PCNT,,FAMILY_PLANNING,2015,72.8,,1,RP,F,,,,,,,EOF,
MUS,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1444,0,PCNT,,FAMILY_PLANNING,2014,41.9,,1,RP,F,,,,,,,EOF,
SLE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1962,0,PCNT,,FAMILY_PLANNING,2019,53,,1,RP,F,,,,,,,EOF,
SLE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1958,0,PCNT,,FAMILY_PLANNING,2013,49,,1,RP,F,,,,,,,EOF,
SLE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1960,0,PCNT,,FAMILY_PLANNING,2017,44.7,,1,RP,F,,,,,,,EOF,
SLE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1954,0,PCNT,,FAMILY_PLANNING,2008,22.6,,1,RP,F,,,,,,,EOF,
SLE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1956,0,PCNT,,FAMILY_PLANNING,2010,26,,1,RP,F,,,,,,,EOF,
MNE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1492,0,PCNT,,FAMILY_PLANNING,2018,32.9,,1,RP,F,,,,,,,EOF,
MNE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1490,0,PCNT,,FAMILY_PLANNING,2013,42.8,,1,RP,F,,,,,,,EOF,
ERI,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2010,5.8,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
GNB,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2019,24,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
MLI,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2018,30.5,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
TUR,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2018,40.3,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
NPL,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1540,0,PCNT,,FAMILY_PLANNING,2006,60.8,,1,RP,F,,,,,,,EOF,
NPL,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2846,0,PCNT,,FAMILY_PLANNING,2022,55.1,,1,RP,F,,,,,,,EOF,
NPL,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1548,0,PCNT,,FAMILY_PLANNING,2019,61.9,,1,RP,F,,,,,,,EOF,
NPL,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1547,0,PCNT,,FAMILY_PLANNING,2016,56.1,,1,RP,F,,,,,,,EOF,
NPL,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1542,0,PCNT,,FAMILY_PLANNING,2011,56.2,,1,RP,F,,,,,,,EOF,
NPL,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1544,0,PCNT,,FAMILY_PLANNING,2014,63.1,,1,RP,F,,,,,,,EOF,
AU_SOUTHERN_AFRICA,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,52.8,,1,RA,F,,,,,,,EOF,
NPL,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1538,0,PCNT,,FAMILY_PLANNING,2001,52.8,,1,RP,F,,,,,,,EOF,
AUREC_CEN_SAD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,55.1,,1,RA,F,,,,,,,EOF,
GAB,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2021,29.3,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
TJK,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2062,0,PCNT,,FAMILY_PLANNING,2012,50.8,,1,RP,F,,,,,,,EOF,
TJK,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2064,0,PCNT,,FAMILY_PLANNING,2017,52.1,,1,RP,F,,,,,,,EOF,
UNICEF_MENA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,69.6,,1,RA,F,,,,,,,EOF,
MNG,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1470,0,PCNT,,FAMILY_PLANNING,2003,79.3,,1,RP,F,,,,,,,EOF,
MNG,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1473,0,PCNT,,FAMILY_PLANNING,2008,71.3,,1,RP,F,,,,,,,EOF,
MNG,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1475,0,PCNT,,FAMILY_PLANNING,2010,65.3,,1,RP,F,,,,,,,EOF,
MNG,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1477,0,PCNT,,FAMILY_PLANNING,2013,65.2,,1,RP,F,,,,,,,EOF,
MNG,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1481,0,PCNT,,FAMILY_PLANNING,2018,63.6,,1,RP,F,,,,,,,EOF,
UNICEF_REP_REG_GLOBAL,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,77.1,,1,RA,F,,,,,,,EOF,
CMR,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2018,23.7,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
WSM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1894,0,PCNT,,FAMILY_PLANNING,2019,27,,1,RP,F,,,,,,,EOF,
WSM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1889,0,PCNT,,FAMILY_PLANNING,2009,34.9,,1,RP,F,,,,,,,EOF,
WSM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1891,0,PCNT,,FAMILY_PLANNING,2014,39.4,,1,RP,F,,,,,,,EOF,
ZWE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2265,0,PCNT,,FAMILY_PLANNING,2015,84.8,,1,RP,F,,,,,,,EOF,
ZWE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2261,0,PCNT,,FAMILY_PLANNING,2010,77.5,,1,RP,F,,,,,,,EOF,
ZWE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2258,0,PCNT,,FAMILY_PLANNING,2005,77.4,,1,RP,F,,,,,,,EOF,
ZWE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2263,0,PCNT,,FAMILY_PLANNING,2014,84.6,,1,RP,F,,,,,,,EOF,
EGY,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2014,63.9,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
BDI,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_412,0,PCNT,,FAMILY_PLANNING,2002,17.5,,1,RP,F,,,,,,,EOF,
UGA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2151,0,PCNT,,FAMILY_PLANNING,2016,53.3,,1,RP,F,,,,,,,EOF,
UGA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2144,0,PCNT,,FAMILY_PLANNING,2006,33.2,,1,RP,F,,,,,,,EOF,
UGA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2146,0,PCNT,,FAMILY_PLANNING,2011,43,,1,RP,F,,,,,,,EOF,
AU_NORTHERN_AFRICA,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,63.8,,1,RA,F,,,,,,,EOF,
UGA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2142,0,PCNT,,FAMILY_PLANNING,2000,35.4,,1,RP,F,,,,,,,EOF,
UGA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2148,0,PCNT,,FAMILY_PLANNING,2014,41.4,,1,RP,F,,,,,,,EOF,
UGA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2149,0,PCNT,,FAMILY_PLANNING,2015,48.9,,1,RP,F,,,,,,,EOF,
UGA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2153,0,PCNT,,FAMILY_PLANNING,2017,53.2,,1,RP,F,,,,,,,EOF,
UGA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2155,0,PCNT,,FAMILY_PLANNING,2018,55.1,,1,RP,F,,,,,,,EOF,
UGA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3157,0,PCNT,,FAMILY_PLANNING,2020,57.1,,1,RP,F,,,,,,,EOF,
UGA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3158,0,PCNT,,FAMILY_PLANNING,2021,62.5,,1,RP,F,,,,,,,EOF,
UGA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3216,0,PCNT,,FAMILY_PLANNING,2022,61.9,,1,RP,F,,,,,,,EOF,
DOM,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2019,71.2,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
BDI,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_422,0,PCNT,,FAMILY_PLANNING,2016,39.6,,1,RP,F,,,,,,,EOF,
BDI,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_415,0,PCNT,,FAMILY_PLANNING,2010,32.8,,1,RP,F,,,,,,,EOF,
MYS,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3088,0,PCNT,,FAMILY_PLANNING,2022,49.6,,1,RP,F,,,,,,,EOF,
GHA,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2022,41,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
SRB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1940,0,PCNT,,FAMILY_PLANNING,2010,33.1,,1,RP,F,,,,,,,EOF,
SRB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1942,0,PCNT,,FAMILY_PLANNING,2014,38.7,,1,RP,F,,,,,,,EOF,
SRB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1946,0,PCNT,,FAMILY_PLANNING,2019,38.4,,1,RP,F,,,,,,,EOF,
AZE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_182,0,PCNT,,FAMILY_PLANNING,2001,17.8,,1,RP,F,,,,,,,EOF,
AZE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_186,0,PCNT,,FAMILY_PLANNING,2006,21.5,,1,RP,F,,,,,,,EOF,
COD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_716,0,PCNT,,FAMILY_PLANNING,2010,18.4,,1,RP,F,,,,,,,EOF,
BGD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_240,0,PCNT,,FAMILY_PLANNING,2012,78.3,,1,RP,F,,,,,,,EOF,
COD,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2018,19.4,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
UKR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2159,0,PCNT,,FAMILY_PLANNING,2012,68,,1,RP,F,,,,,,,EOF,
UKR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2157,0,PCNT,,FAMILY_PLANNING,2007,66.4,,1,RP,F,,,,,,,EOF,
AUREC_AMU,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,69.1,,1,RA,F,,,,,,,EOF,
BGD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_234,0,PCNT,,FAMILY_PLANNING,2007,65.4,,1,RP,F,,,,,,,EOF,
BGD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_250,0,PCNT,,FAMILY_PLANNING,2019,77.4,,1,RP,F,,,,,,,EOF,
BGD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_243,0,PCNT,,FAMILY_PLANNING,2014,72.5,,1,RP,F,,,,,,,EOF,
BGD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2728,0,PCNT,,FAMILY_PLANNING,2022,73.9,,1,RP,F,,,,,,,EOF,
BGD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_247,0,PCNT,,FAMILY_PLANNING,2017,70.3,,1,RP,F,,,,,,,EOF,
BGD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_230,0,PCNT,,FAMILY_PLANNING,2004,64.8,,1,RP,F,,,,,,,EOF,
BGD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_238,0,PCNT,,FAMILY_PLANNING,2011,69.7,,1,RP,F,,,,,,,EOF,
THA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2067,0,PCNT,,FAMILY_PLANNING,2006,94.8,,1,RP,F,,,,,,,EOF,
THA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2072,0,PCNT,,FAMILY_PLANNING,2012,89.2,,1,RP,F,,,,,,,EOF,
THA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2074,0,PCNT,,FAMILY_PLANNING,2015,89.2,,1,RP,F,,,,,,,EOF,
THA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2076,0,PCNT,,FAMILY_PLANNING,2019,88.2,,1,RP,F,,,,,,,EOF,
DOM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_746,0,PCNT,,FAMILY_PLANNING,2007,82.9,,1,RP,F,,,,,,,EOF,
DOM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_758,0,PCNT,,FAMILY_PLANNING,2019,77.4,,1,RP,F,,,,,,,EOF,
DOM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_754,0,PCNT,,FAMILY_PLANNING,2014,81.7,,1,RP,F,,,,,,,EOF,
DOM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_752,0,PCNT,,FAMILY_PLANNING,2013,82.7,,1,RP,F,,,,,,,EOF,
KGZ,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2910,0,PCNT,,FAMILY_PLANNING,2018,29.3,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
MAR,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2018,74.7,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
THA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2938,0,PCNT,,FAMILY_PLANNING,2022,87,,1,RP,F,,,,,,,EOF,
IDN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1048,0,PCNT,,FAMILY_PLANNING,2002,77.1,,1,RP,F,,,,,,,EOF,
IDN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1053,0,PCNT,,FAMILY_PLANNING,2012,79,,1,RP,F,,,,,,,EOF,
IDN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1051,0,PCNT,,FAMILY_PLANNING,2007,77,,1,RP,F,,,,,,,EOF,
IDN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1061,0,PCNT,,FAMILY_PLANNING,2017,77,,1,RP,F,,,,,,,EOF,
SUR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2044,0,PCNT,,FAMILY_PLANNING,2010,73.2,,1,RP,F,,,,,,,EOF,
BIH,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_331,0,PCNT,,FAMILY_PLANNING,2011,21.9,,1,RP,F,,,,,,,EOF,
HTI,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2017,30.5,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
SUR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2046,0,PCNT,,FAMILY_PLANNING,2018,57.5,,1,RP,F,,,,,,,EOF,
IDN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1057,0,PCNT,,FAMILY_PLANNING,2015,78.2,,1,RP,F,,,,,,,EOF,
IDN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3209,0,PCNT,,FAMILY_PLANNING,2016,77.6,,1,RP,F,,,,,,,EOF,
UNICEF_ECA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,77.7,,1,RA,F,,,,,,,EOF,
COD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_722,0,PCNT,,FAMILY_PLANNING,2017,33,,1,RP,F,,,,,,,EOF,
COD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_714,0,PCNT,,FAMILY_PLANNING,2007,16.1,,1,RP,F,,,,,,,EOF,
COD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_719,0,PCNT,,FAMILY_PLANNING,2013,18.9,,1,RP,F,,,,,,,EOF,
UNICEF_NA,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,83.4,,1,RA,F,,,,,,,EOF,
BOL,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2008,33.7,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
CUB,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2019,76,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
TLS,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2085,0,PCNT,,FAMILY_PLANNING,2009,38.4,,1,RP,F,,,,,,,EOF,
TLS,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2087,0,PCNT,,FAMILY_PLANNING,2016,45.9,,1,RP,F,,,,,,,EOF,
ZWE,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2015,76.8,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
UNICEF_EAP,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,86.1,,1,RA,F,,,,,,,EOF,
ALB,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2018,5.5,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
MWI,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1330,0,PCNT,,FAMILY_PLANNING,2010,58.9,,1,RP,F,,,,,,,EOF,
MWI,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1332,0,PCNT,,FAMILY_PLANNING,2013,72,,1,RP,F,,,,,,,EOF,
MWI,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1336,0,PCNT,,FAMILY_PLANNING,2019,77.3,,1,RP,F,,,,,,,EOF,
MWI,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1334,0,PCNT,,FAMILY_PLANNING,2015,73.9,,1,RP,F,,,,,,,EOF,
CMR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_456,0,PCNT,,FAMILY_PLANNING,2018,44.9,,1,RP,F,,,,,,,EOF,
CMR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_448,0,PCNT,,FAMILY_PLANNING,2004,33.6,,1,RP,F,,,,,,,EOF,
CMR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_451,0,PCNT,,FAMILY_PLANNING,2011,39.2,,1,RP,F,,,,,,,EOF,
CMR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_453,0,PCNT,,FAMILY_PLANNING,2014,47,,1,RP,F,,,,,,,EOF,
GUY,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2596,0,PCNT,,FAMILY_PLANNING,2019,46.6,,1,RP,F,,,,,,,EOF,
GUY,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_999,0,PCNT,,FAMILY_PLANNING,2009,60.2,,1,RP,F,,,,,,,EOF,
GUY,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1001,0,PCNT,,FAMILY_PLANNING,2014,51.5,,1,RP,F,,,,,,,EOF,
MWI,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1325,0,PCNT,,FAMILY_PLANNING,2000,43.8,,1,RP,F,,,,,,,EOF,
MWI,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1327,0,PCNT,,FAMILY_PLANNING,2004,44.7,,1,RP,F,,,,,,,EOF,
